Position,Team,per,ws,bpm,Year,CareerLen,Rank,Value,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,College,Target
SG,ORL,12.7,1.9,-3.1,2018,2,25,1225.0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,2,0,0,2,1,0,0,1,0,0,1,0,0,2,Houston,PHI
C,WAS,8.8,0.0,-6.4,2018,9,16,1350.0,2,0,1,2,1,1,4,2,4,0,0,1,0,2,0,0,2,1,0,1,0,0,2,1,2,1,1,0,2,1,Colorado State,NOP
SG,PHI,0.9,0.0,-5.9,2018,3,4,1180.0,1,2,4,2,1,2,0,3,3,3,1,0,1,1,1,0,3,1,2,3,2,2,3,0,2,2,2,1,1,5,Michigan,CLE
SG,BRK,9.8,0.4,-2.0,2018,3,22,2300.0,1,2,4,2,1,0,0,3,3,3,1,0,1,1,1,0,3,1,2,3,2,2,3,0,2,2,2,1,1,5,Michigan,CLE
SG,IND,12.4,1.8,-1.8,2018,7,7,1175.0,0,1,0,1,1,0,3,0,1,1,0,0,0,0,1,2,0,3,0,0,0,0,1,0,4,0,2,1,1,2,Cincinnati,LAL
PG,CLE,12.3,-0.1,-4.8,2018,6,5,1325.0,4,5,3,4,6,2,6,1,5,4,4,5,4,4,3,3,4,4,5,2,3,2,3,2,0,7,8,3,5,5,Washington,DEN
PG,LAL,12.8,0.2,-4.9,2018,6,20,3300.0,4,0,3,4,6,2,6,1,5,4,4,5,4,4,3,3,4,4,5,2,3,2,3,2,0,7,8,3,5,5,Washington,DEN
PF,DET,13.9,5.3,0.9,2018,9,18,1100.0,0,4,4,1,5,1,2,1,4,2,1,1,2,3,4,3,2,3,1,2,1,0,2,2,5,0,6,2,1,1,Creighton,MIN
SG,CLE,15.9,1.3,-0.2,2018,14,5,1325.0,0,4,2,1,1,1,2,2,1,5,1,0,1,2,1,1,0,3,2,0,0,0,0,0,0,1,2,1,3,1,Marquette,MIA
PF,MIA,8.9,0.2,-0.7,2018,1,14,1700.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Florida State,WAS
PF,PHO,9.3,0.0,-5.0,2018,2,29,1280.0,0,0,1,1,0,2,0,0,2,1,2,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,UC Santa Barbara,BRK
SF,HOU,-2.4,-0.1,-15.7,2018,1,0,2200.0,2,0,1,1,0,1,0,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,4,Indiana,SAC
SF,NYK,16.2,0.6,0.4,2018,1,21,3600.0,0,0,1,1,0,1,0,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,4,Indiana,SAC
PG,TOR,16.5,4.5,3.3,2018,2,1,1400.0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,Utah,MEM
SG,GSW,10.0,1.7,-3.5,2018,10,2,3100.0,0,3,0,1,0,2,3,0,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,2,2,1,2,0,2,1,USC,DEN
C,BRK,15.3,1.5,-1.0,2018,5,22,2300.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,UNC,MEM
C,MIL,17.1,1.4,-2.1,2018,5,15,1075.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,UNC,MEM
C,LAL,15.3,1.0,-2.0,2018,1,20,3300.0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,2,0,LAC
PF,DAL,-1.4,-0.1,-14.3,2017,4,21,1450.0,2,1,1,1,3,4,0,0,4,0,4,1,1,2,3,2,0,0,0,1,0,3,0,1,3,0,3,0,2,0,Baylor,BRK
SG,MEM,13.3,3.1,-1.0,2017,12,11,790.0,3,1,2,2,1,2,3,0,5,2,3,2,0,2,4,1,3,3,0,4,5,2,1,0,7,3,4,2,4,0,"Butler County Community College, Oklahoma State",NOP
SF,DAL,14.7,1.0,-1.0,2017,1,21,1450.0,0,2,4,3,3,2,2,0,2,1,0,6,1,1,2,2,3,1,0,3,2,2,1,1,3,3,0,2,2,4,Virginia,PHI
SF,NYK,17.9,4.7,0.7,2017,13,24,3300.0,0,0,1,3,0,0,1,0,3,0,0,0,0,0,3,1,0,1,0,1,0,0,0,1,5,0,0,0,0,0,Syracuse,OKC
PG,MEM,6.5,-0.3,-5.5,2017,0,11,790.0,2,2,2,0,1,0,1,0,0,0,0,2,0,8,2,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,Vanderbilt,POR
C,DET,13.1,3.0,-2.7,2017,4,18,900.0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,3,0,0,1,1,0,1,0,0,1,0,0,Washington State,BOS
SG,CHO,13.3,3.2,-1.1,2017,9,19,780.0,3,1,2,2,0,0,1,1,3,0,3,2,5,1,3,0,0,0,1,0,1,0,0,0,2,1,1,0,3,2,0,PHI
SG,HOU,13.0,5.3,1.1,2017,4,2,1650.0,0,1,0,1,0,3,0,1,3,0,0,0,0,0,1,1,0,0,1,2,2,2,0,2,1,2,1,0,0,3,Arkansas,LAC
C,LAL,15.0,2.4,-3.2,2017,2,27,3000.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,"Memphis, Kansas",HOU
PG,PHO,20.5,5.3,3.6,2017,6,28,1100.0,0,2,0,2,3,3,4,2,4,2,2,0,1,3,2,3,0,1,1,1,0,7,0,0,6,2,1,2,3,4,Kentucky,MIL
C,DAL,9.4,0.7,-2.5,2017,11,21,1450.0,1,3,7,0,1,2,0,0,2,0,0,2,3,0,0,0,1,0,2,0,0,3,0,1,1,2,0,0,1,0,Utah,LAL
C,CLE,-35.3,0.0,-45.0,2017,11,4,1200.0,1,3,7,0,1,2,0,0,2,0,0,2,3,0,0,0,1,0,2,0,0,3,0,1,0,2,0,0,1,0,Utah,LAL
PF,BRK,15.7,3.1,-0.6,2017,6,29,1800.0,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,3,1,0,7,1,0,2,0,0,1,0,0,0,1,0,Clemson,IND
SG,BOS,14.4,3.1,-0.6,2017,6,3,2200.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Texas,LAC
SF,HOU,7.5,0.9,-3.4,2017,9,2,1650.0,2,5,3,0,1,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,3,0,1,0,2,1,0,1,0,1,Florida,OKC
SF,LAL,13.3,0.3,-1.0,2017,9,27,3000.0,2,0,3,0,1,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,3,0,1,0,2,1,0,1,0,1,Florida,OKC
PG,IND,9.5,0.3,-3.7,2017,8,12,880.0,2,0,0,1,1,1,2,0,1,0,2,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,2,Oregon,MIN
SF,NOP,5.9,0.0,-4.5,2017,1,20,750.0,2,6,2,0,1,1,3,1,1,1,3,4,0,2,0,0,1,3,0,4,3,0,0,0,1,1,2,2,0,0,Stanford,MIN
SF,ORL,18.5,0.0,-3.2,2017,1,25,920.0,2,6,2,0,1,1,3,1,1,1,3,4,0,2,0,0,1,3,0,4,3,0,0,0,1,1,2,2,0,0,Stanford,MIN
PG,WAS,10.8,0.5,-3.0,2017,3,8,1000.0,1,0,1,2,1,2,0,3,2,0,2,1,0,3,1,0,1,2,4,0,0,1,0,0,1,1,1,1,2,1,Michigan,NYK
SF,CHI,25.1,13.8,7.3,2017,5,14,2500.0,2,1,2,0,2,0,0,1,1,0,0,1,1,0,1,2,1,0,1,0,1,1,0,0,5,2,1,1,0,0,Marquette,MIN
SF,TOR,14.6,0.1,1.0,2017,2,6,1125.0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,2,1,1,0,0,1,0,SAC
SG,DET,12.8,4.5,-0.2,2017,3,18,900.0,1,0,2,1,2,1,0,1,0,0,0,0,2,1,1,2,2,3,0,0,0,2,1,1,3,0,4,2,1,0,Georgia,LAL
SG,CHI,8.1,0.5,-3.3,2017,3,14,2500.0,1,2,3,0,1,3,4,2,2,0,0,4,1,4,1,3,5,5,2,3,3,2,1,2,3,1,2,3,3,3,Murray State,PHO
SF,TOR,11.9,3.8,0.0,2017,7,6,1125.0,0,2,0,1,2,5,2,0,2,0,0,0,1,1,1,1,3,0,4,2,1,0,2,3,2,1,0,0,2,3,"Vanderbilt, Missouri",BRK
SF,MEM,11.7,4.0,0.8,2017,18,11,790.0,1,1,3,4,2,2,3,3,8,1,2,1,2,3,7,3,3,1,1,2,5,2,2,3,5,3,0,2,1,0,UNC,SAC
PF,SAC,11.4,0.4,-2.6,2017,7,22,1075.0,0,0,3,1,1,2,2,1,1,0,0,2,1,1,0,0,1,0,1,1,1,1,0,1,5,1,0,1,1,2,0,GSW
PF,NOP,10.0,0.0,-5.3,2017,7,20,750.0,0,0,3,1,1,2,2,1,1,0,0,2,1,1,0,0,1,0,1,1,1,1,0,1,5,1,0,1,0,2,0,GSW
PF,MIN,7.5,0.1,-3.9,2017,7,23,770.0,0,0,3,1,1,2,2,1,1,0,0,2,1,1,0,0,1,0,1,1,1,1,0,1,5,1,0,1,0,2,0,GSW
SG,GSW,13.1,2.3,-1.5,2017,3,0,2600.0,0,0,0,3,0,1,0,0,2,0,0,0,0,1,0,0,3,0,2,0,5,0,0,1,0,0,1,1,2,3,Belmont,NOP
SG,LAL,13.2,1.2,-2.5,2017,2,27,3000.0,0,0,1,2,1,3,2,3,1,0,2,1,0,2,3,1,2,2,3,1,4,2,2,1,5,1,3,0,1,1,"Tulsa, Missouri",CLE
PG,SAC,15.3,3.9,-0.9,2017,7,22,1075.0,0,0,2,1,3,0,3,1,5,0,0,1,0,0,0,0,2,1,1,2,1,0,0,1,3,1,2,0,1,2,UCLA,IND
PG,DAL,6.9,-0.1,-6.2,2017,0,21,1450.0,1,2,11,4,3,1,1,0,3,2,1,2,2,5,2,5,2,3,1,2,3,4,1,3,4,4,2,4,4,2,Duke,GSW
PG,NOP,15.3,0.3,-1.0,2017,0,20,750.0,1,2,11,4,3,1,1,0,3,2,1,2,2,5,2,5,2,3,1,2,3,4,1,3,4,4,2,4,0,2,Duke,GSW
C,SAC,26.5,6.0,7.2,2017,6,22,1075.0,1,2,7,2,1,2,4,3,4,1,4,2,1,3,0,5,3,2,1,3,2,2,3,0,5,2,6,3,5,3,Kentucky,NOP
SG,LAC,12.0,1.9,-2.1,2017,16,5,2000.0,3,7,10,7,5,5,8,5,0,5,5,6,6,4,7,4,9,5,6,5,9,6,7,0,9,6,10,4,6,7,Michigan,MIN
SF,BOS,14.9,6.7,0.9,2017,4,3,2200.0,3,0,2,3,0,1,1,3,2,1,1,0,1,4,2,1,5,0,4,1,3,3,0,1,7,3,2,0,2,4,Marquette,UTA
PF,NOP,10.2,3.0,-1.6,2017,7,20,750.0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,Villanova,BRK
SG,MEM,10.4,1.3,-1.8,2017,3,11,790.0,3,0,3,4,0,3,3,2,5,0,2,2,1,1,2,2,2,2,1,4,1,3,1,4,4,1,3,5,2,0,Virginia Commonwealth,PHO
C,SAS,16.0,5.2,0.6,2017,3,1,1175.0,2,1,2,1,0,3,0,1,2,0,1,1,0,2,1,1,0,1,0,2,1,0,3,2,2,1,0,0,0,1,USC,ATL
PF,HOU,13.1,3.1,-0.2,2017,1,2,1650.0,2,4,3,3,0,2,0,3,5,2,1,4,1,1,2,1,3,1,1,2,1,4,0,1,4,5,1,1,0,1,Wisconsin,LAC
PG,MIN,8.1,0.1,-2.8,2017,0,23,770.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Providence,CHI
SF,PHO,9.7,0.1,-2.4,2017,1,28,1100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia Tech,CHI
SF,MEM,10.6,3.1,-1.2,2017,2,11,790.0,0,1,1,2,1,2,3,0,0,5,0,1,0,2,0,1,1,1,0,0,1,0,0,0,0,3,0,1,1,0,Cal State Long Beach,DET
PG,HOU,4.0,-0.2,-8.0,2017,2,2,1650.0,1,8,1,3,1,2,0,1,2,2,1,3,1,3,2,2,3,2,0,2,1,5,2,0,6,4,3,2,1,2,Syracuse,LAL
SF,NOP,15.8,0.5,0.0,2017,7,20,750.0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Memphis,MEM
SF,SAC,14.9,0.2,0.9,2017,7,22,1075.0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Memphis,MEM
PG,LAC,10.9,1.9,-1.3,2017,11,5,2000.0,2,0,2,0,3,0,1,3,0,0,0,1,2,2,1,1,3,1,0,0,2,2,0,0,6,1,1,3,1,4,UNC,OKC
PG,BRK,6.5,-0.2,-7.5,2017,0,29,1800.0,0,1,2,0,0,0,3,2,0,0,0,0,1,0,2,3,0,1,1,4,1,0,0,0,0,0,0,2,0,0,Indiana,DAL
PG,NOP,12.4,2.4,-2.7,2017,2,20,750.0,1,1,3,3,1,2,0,0,2,0,1,0,2,6,2,5,1,4,0,0,2,0,0,1,2,1,1,2,0,1,Penn State,WAS
SF,DEN,17.4,6.8,1.4,2017,7,17,890.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,LAC
PG,NOP,11.2,1.2,-1.5,2017,2,20,750.0,5,1,4,4,2,4,2,2,3,1,1,1,2,2,6,2,1,2,1,5,4,2,2,1,3,5,2,2,0,3,Saint Joseph's,DET
PG,SAC,8.0,0.1,-4.7,2017,2,22,1075.0,5,1,4,4,2,4,2,2,3,1,1,1,2,2,0,2,1,2,1,5,4,2,2,1,3,5,2,2,0,3,Saint Joseph's,DET
SF,SAC,17.9,1.8,1.9,2017,10,22,1075.0,2,0,3,3,2,1,4,3,5,0,3,0,4,1,0,1,2,1,2,2,2,1,0,2,6,1,1,1,4,4,UConn,SAS
SF,IND,20.2,7.1,3.1,2017,6,12,880.0,1,1,5,3,0,2,5,0,5,1,3,0,1,3,2,3,4,5,2,0,4,0,1,1,8,3,3,0,4,2,Fresno State,OKC
PF,PHI,3.0,-0.1,-8.3,2017,2,26,800.0,0,1,0,3,0,2,0,1,1,1,0,0,1,1,0,1,0,5,0,2,2,0,0,0,1,1,0,0,2,0,Syracuse,OKC
PF,ORL,10.5,0.7,-3.6,2017,8,25,920.0,1,1,5,2,2,1,2,1,4,0,2,0,2,2,0,2,3,3,1,1,3,2,0,2,3,2,1,1,2,5,Georgetown,CLE
PF,LAC,22.6,7.7,4.7,2017,6,5,2000.0,2,0,2,0,1,1,7,1,0,0,2,3,0,2,5,1,3,3,2,1,2,1,2,2,6,6,3,2,2,1,Oklahoma,DET
C,HOU,19.2,4.1,1.0,2017,1,2,1650.0,2,2,1,3,1,1,0,0,7,2,0,0,4,1,3,2,3,1,1,2,3,1,1,3,5,4,1,3,2,1,Louisville,LAC
PG,DAL,13.8,2.2,-0.4,2017,12,21,1450.0,0,0,2,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,3,0,0,1,0,2,Wisconsin,DEN
PF,DET,16.9,6.8,1.6,2017,5,18,900.0,2,2,1,1,3,1,3,1,5,2,1,1,1,4,2,3,0,1,0,2,3,2,6,1,5,0,0,1,2,2,Tennessee,LAC
SG,CHO,-2.2,-0.1,-11.8,2017,1,19,780.0,0,0,1,3,1,0,1,1,1,0,0,1,0,0,1,2,1,0,1,1,1,1,0,0,1,0,2,0,2,1,Kentucky,DAL
SF,UTA,22.2,10.4,5.0,2017,6,7,910.0,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,Butler,BOS
SG,NOP,9.9,0.5,-2.8,2017,0,20,750.0,1,2,4,1,1,1,4,1,4,0,0,1,2,1,5,0,1,1,2,2,2,1,0,1,2,0,3,0,0,3,Oklahoma,SAC
PG,UTA,19.3,5.9,3.8,2017,8,7,910.0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2,1,0,2,0,3,1,0,0,0,2,0,1,0,1,0,IUPUI,CLE
SG,DET,5.9,-0.2,-6.0,2017,1,18,900.0,2,0,5,0,0,1,1,0,4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,1,Villanova,SAS
SG,NYK,12.7,2.5,-0.3,2017,3,24,3300.0,0,1,7,0,1,0,1,0,3,0,0,1,1,2,0,0,1,2,1,0,0,1,1,2,3,0,1,0,1,0,Washington,CHI
SG,UTA,12.4,2.6,-0.9,2017,2,7,910.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,"Mississippi State, Duke",CLE
SG,WAS,12.2,0.0,0.9,2017,0,8,1000.0,1,0,8,1,1,0,4,1,2,0,1,0,2,0,0,0,3,1,0,1,0,2,0,0,0,0,0,2,3,2,Texas A&M,PHO
C,ATL,20.8,8.3,1.4,2017,12,10,885.0,3,0,2,3,2,2,5,0,5,0,1,1,2,1,2,1,1,1,0,2,1,0,1,0,7,1,2,2,0,3,0,CHO
PG,CLE,23.0,8.9,3.4,2017,5,4,1200.0,1,2,2,1,2,0,1,2,6,2,1,2,2,1,2,1,2,2,3,4,4,3,1,2,0,4,4,3,4,1,Duke,BOS
PG,NOP,7.7,0.0,-1.4,2017,11,20,750.0,2,2,3,2,0,1,5,1,3,1,1,0,2,1,2,2,2,1,0,3,1,0,0,1,6,0,1,0,0,2,Georgia Tech,NYK
PG,BOS,30.8,0.1,9.8,2017,0,3,2200.0,1,0,1,2,0,0,2,0,3,0,0,1,1,2,0,0,0,1,1,0,2,0,1,0,3,0,0,2,2,1,Notre Dame,PHI
PF,BOS,9.3,2.1,-2.4,2017,6,3,2200.0,0,1,8,0,0,1,1,1,2,0,2,0,3,2,2,2,3,3,8,1,1,3,1,3,3,2,2,0,1,4,0,UTA
PF,BOS,15.0,5.0,0.6,2017,11,3,2200.0,1,0,4,2,0,1,4,0,3,0,6,1,1,2,2,1,2,1,0,1,1,2,0,1,1,0,1,1,0,1,0,PHI
PF,LAC,17.2,0.0,-2.0,2017,0,5,2000.0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,UNC,MEM
SF,UTA,12.8,3.8,0.4,2017,15,7,910.0,0,1,1,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,Arkansas,HOU
PG,TOR,13.2,3.4,-1.3,2017,5,6,1125.0,0,1,1,0,1,2,0,1,0,0,0,2,4,0,1,0,0,2,3,4,1,0,1,0,2,1,1,1,0,0,Texas,IND
SG,BRK,13.1,1.4,-2.3,2017,2,29,1800.0,0,3,1,2,0,0,3,0,3,1,2,0,2,1,1,1,3,2,2,2,5,4,0,1,2,1,1,1,2,1,Cincinnati,CHI
SG,ATL,10.8,1.6,-0.4,2017,13,10,885.0,3,1,4,3,3,1,1,1,2,0,0,1,0,1,1,0,3,2,6,3,1,2,0,0,8,0,1,0,1,0,Creighton,CLE
PF,OKC,12.9,1.4,-1.6,2017,2,9,1025.0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,SAS
C,CHI,11.6,0.1,-4.1,2017,2,14,2500.0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,SAS
SG,MIN,14.6,3.0,0.1,2017,2,23,770.0,0,1,0,2,1,2,0,0,2,0,1,0,2,0,1,1,2,0,0,1,1,2,2,0,0,1,0,0,0,1,UCLA,CHI
SG,CLE,7.2,0.4,-2.3,2017,3,4,1200.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky,NOP
SG,DAL,17.6,0.1,1.0,2017,3,21,1450.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky,NOP
PF,UTA,9.9,0.8,-2.2,2017,1,7,910.0,0,0,0,1,1,1,2,0,1,0,1,2,1,1,1,1,1,0,0,0,6,0,0,0,3,1,2,1,0,1,Kentucky,DEN
PG,UTA,10.9,1.4,-2.3,2017,5,7,910.0,2,1,4,3,1,1,3,2,3,0,3,2,0,3,3,3,3,1,0,1,1,1,3,4,6,1,1,1,3,2,Butler,ORL
SF,LAC,10.2,3.1,-0.2,2017,8,5,2000.0,2,2,3,3,2,1,6,2,0,0,2,1,1,0,1,0,2,3,1,0,1,2,3,1,6,2,1,0,0,3,UCLA,HOU
PF,GSW,13.1,1.1,-1.8,2017,2,0,2600.0,1,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,UNC,PHI
SF,CHI,11.3,1.9,-2.1,2017,2,14,2500.0,5,1,1,0,1,1,0,0,1,0,1,2,1,1,1,1,1,6,2,2,0,2,2,1,1,0,1,0,1,1,Creighton,DAL
SF,OKC,9.3,0.7,-2.7,2017,2,9,1025.0,5,1,1,0,1,1,0,0,1,0,1,2,1,1,1,1,1,0,2,2,0,2,2,1,1,0,1,0,1,1,Creighton,DAL
SG,SAC,9.8,0.4,-4.2,2017,3,22,1075.0,2,3,3,3,1,1,5,1,6,0,3,2,0,2,0,4,1,4,1,2,0,1,0,1,3,2,4,1,3,2,Kansas,MEM
PF,MIA,9.8,0.3,-1.6,2017,9,16,1350.0,1,0,3,1,2,3,0,3,2,0,1,0,0,3,1,3,2,1,0,1,0,3,1,2,2,1,0,0,1,0,Duke,DAL
SG,ORL,13.1,1.1,-1.8,2017,7,25,920.0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,Kentucky,WAS
PF,BOS,9.8,0.1,-4.7,2017,1,3,2200.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,LSU,MIA
SF,IND,13.8,4.0,0.5,2017,11,12,880.0,0,1,0,1,1,0,0,0,0,0,5,0,1,1,1,3,1,0,1,0,2,0,0,0,3,0,0,0,2,0,0,TOR
PF,ATL,17.8,6.4,2.1,2017,10,10,885.0,2,0,1,1,2,2,2,1,1,0,1,1,0,1,1,1,2,0,4,2,6,0,0,0,4,0,0,0,0,0,Louisiana Tech,DEN
C,MIL,21.1,5.6,1.8,2017,6,13,785.0,1,1,1,3,2,0,2,1,5,0,2,1,0,0,2,1,1,3,0,1,2,0,2,1,4,3,0,1,2,3,Georgetown,BOS
SF,DET,12.4,3.9,-1.1,2017,5,18,900.0,1,2,1,3,3,2,3,0,4,2,3,0,0,0,3,3,4,2,2,1,1,1,0,1,3,0,1,1,2,2,Kansas,BOS
PG,DEN,10.9,0.2,-3.2,2017,1,17,890.0,0,1,2,1,1,1,0,0,2,0,0,3,0,2,1,0,1,0,3,2,0,1,2,0,0,1,1,0,1,0,0,NYK
SF,MIN,14.9,2.7,-2.4,2017,3,23,770.0,0,2,2,0,0,1,0,0,2,0,1,2,1,2,1,1,1,2,0,2,0,3,1,0,3,3,0,0,2,2,UCLA,MIL
PG,DEN,11.5,2.8,-2.0,2017,12,17,890.0,3,0,5,2,3,3,5,3,5,2,3,2,2,5,3,3,3,2,2,1,0,1,1,2,5,3,2,1,4,5,Saint Joseph's,DET
PF,IND,0.1,-0.3,-11.7,2017,0,12,880.0,1,2,0,1,3,2,3,2,2,0,1,3,2,1,1,0,1,0,3,0,3,1,2,0,1,0,1,0,2,2,Iowa State,UTA
C,PHI,20.8,2.2,3.2,2017,2,26,800.0,0,1,1,3,0,1,1,0,1,0,0,0,0,3,2,1,0,2,0,4,1,1,0,0,4,1,2,2,3,1,Kentucky,DAL
SG,LAL,12.2,0.8,-2.2,2017,0,27,3000.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Cal Poly,CHI
C,PHI,14.8,1.2,-2.5,2017,1,26,800.0,3,1,3,3,0,0,0,1,3,1,1,0,1,1,0,2,1,1,1,1,3,2,3,0,3,2,4,4,3,1,Duke,BRK
SG,OKC,13.6,4.0,-0.5,2017,3,9,1025.0,1,1,1,3,1,2,2,0,1,0,2,0,0,3,2,2,0,0,1,3,2,1,5,0,1,2,0,2,6,2,Indiana,IND
C,BOS,15.3,4.1,0.3,2017,3,3,2200.0,0,0,0,1,0,2,1,1,1,1,2,1,0,0,0,0,0,3,0,0,0,0,1,1,1,1,2,0,1,0,Gonzaga,MIA
C,SAC,12.7,0.4,-3.8,2017,0,22,1075.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,POR
PF,TOR,10.8,3.3,0.1,2017,6,6,1125.0,1,0,2,2,2,2,1,1,3,1,0,0,0,2,1,1,2,0,0,2,0,1,1,2,3,1,1,1,2,1,Kentucky,OKC
PG,LAC,26.2,10.6,8.7,2017,11,5,2000.0,1,1,3,3,1,2,4,1,0,1,2,0,2,2,3,3,3,3,2,4,2,0,3,1,8,1,1,2,3,0,Wake Forest,HOU
PF,MIN,14.4,0.2,-2.3,2017,2,23,770.0,0,0,2,2,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,Michigan State,ORL
PG,OKC,6.1,-0.1,-5.3,2017,1,9,1025.0,1,4,3,6,1,0,5,2,3,3,1,3,1,2,3,2,1,0,2,5,5,3,0,1,3,4,5,3,2,3,Murray State,CHI
PG,ORL,17.2,4.4,0.8,2017,2,25,920.0,1,2,0,1,0,2,1,0,2,1,0,1,0,1,1,0,1,2,0,0,2,1,0,0,1,1,0,2,1,0,LA-Lafayette,PHO
C,NYK,10.9,0.2,-4.6,2017,0,24,3300.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Duke,MIL
C,POR,18.9,4.6,2.8,2017,3,15,1050.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Duke,DEN
SG,POR,10.2,-0.1,-2.8,2017,0,15,1050.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LSU,HOU
PF,MEM,18.5,3.2,-0.5,2017,15,11,790.0,1,0,3,0,1,0,2,0,2,1,0,0,0,1,4,0,0,0,0,1,0,1,1,0,1,2,0,1,2,0,Michigan State,SAC
SG,SAC,9.6,0.1,-4.8,2017,0,22,1075.0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,Syracuse,TOR
